TEXP (s),FREQ (fps),Erro (fps)
1.00E-05,28.56,0
0.01,27.76,0
0.02,27.01,0
0.03,26.30,0
0.04,24.66,0
0.05,19.78,0
0.06,16.51,0
0.07,14.17,0
0.08,12.41,0
0.09,11.04,0
0.1,9.94,0
0.15,6.64,0
0.2,4.99,0
0.25,3.99,0
0.3,3.33,0
